UsageStartDate,UsageEndDate,UsageType,ResourceId,UsageAmount,CurrencyCode,UnblendedCost
2018-10-21T20:00:00Z,2018-10-21T21:00:00Z,SpotUsage:i3.8xlarge,i-0dcb9db1c5b6e5697,0.9944440000,USD,0.8366257409
2018-10-21T20:00:00Z,2018-10-21T21:00:00Z,SpotUsage:i3.8xlarge,i-0eca09df9c0418e36,0.9816670000,USD,0.8258764507
2018-10-21T20:00:00Z,2018-10-21T22:00:00Z,SpotUsage:i3.8xlarge,i-089fd84d810ccd9fb,1.9480560000,USD,1.6388995301
2018-10-21T20:00:00Z,2018-10-21T23:00:00Z,SpotUsage:i3.8xlarge,i-0322ad13036ba10df,2.1477780000,USD,1.8069256515
2018-10-21T20:00:00Z,2018-10-21T23:00:00Z,SpotUsage:i3.8xlarge,i-09b29b2c8360f029a,2.2452780000,USD,1.8889524029
2018-10-21T20:00:00Z,2018-10-21T23:00:00Z,SpotUsage:i3.8xlarge,i-0df8429a5b7894632,2.0313890000,USD,1.7090075842
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-008ad40285c4909a8,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-01c34dd2277ef2be9,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-01fdc1d203317d83f,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-0248210772d5f32d9,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-033f6d741cfd70005,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-04f43b9d1fc7fabfa,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-0569b4c510ce576ef,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-066e10db6c07c5f3e,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-066f810d146a7c6ac,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-06c3c2dccb33eb4df,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-06cfb5cb47346c365,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-06d7f2d4e2bc943d2,4.0000000000,USD,3.3652000320
2018-10-21T20:00:00Z,2018-10-22T00:00:00Z,SpotUsage:i3.8xlarge,i-06fd46cae90289788,4.0000000000,USD,3.3652000320
